Title,Overall_income,Budget,Rating,Genre,Languages,Countries,Countries_GDP
The Game Changer,14875966,0,G,Action,['Mandarin'],['China'],17700899000000.0
Megan Leavey,14464838,0,PG-13,Drama,['English'],['United States'],26949643000000.0
Botoks,14396860,0,,Drama,['Polish'],['Poland'],842172000000.0
Un sac de billes,14362043,20000000,PG,Drama,['French'],"['Canada', 'Czech Republic', 'France']",5502064000000.0
Tri Bogatyrya i Printsessa Egipta,14184772,0,,Adventure,['Russian'],['Russia'],1862470000000.0
Drôles de petites bêtes,14163162,0,PG,Adventure,['French'],"['France', 'Luxembourg']",3138111000000.0
The Missing,13887720,0,G,Action,['Mandarin'],['China'],17700899000000.0
Shen Mo Dao Ji Gong,13867066,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Their Finest,13807089,0,R,Romantic Comedy,['English'],['United Kingdom'],3332059000000.0
Wonder Wheel,13736872,0,PG-13,Drama,['English'],['United States'],26949643000000.0
Hazlo Como Hombre,13518483,0,R,Comedy,['Spanish'],['Chile'],344400000000.0
Nomoohyeonibnida,13502122,0,,Documentary,['Korean'],['South Korea'],1709232000000.0
Sandome no satsujin,13411818,0,,Thriller/Suspense,['Japanese'],['Japan'],4230862000000.0
A Stork's Journey,13325206,0,PG,Adventure,['English'],"['Belgium', 'Germany', 'Luxembourg', 'Norway', 'United States']",32642855000000.0
Da Hu Fa,13006233,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
"Roman J. Israel, Esq.",12967012,22000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Mubarakan,12867137,0,PG-13,Romantic Comedy,['Hindi'],['India'],3732224000000.0
Boolhandang: Nabbeun Nomdeului Sesang,12776724,0,,Action,['Korean'],['South Korea'],1709232000000.0
Meri Pyaari Bindu,12498298,0,,Comedy,['Hindi'],['India'],3732224000000.0
El Secreto de Marrowbone,12212837,0,R,Horror,['English'],['Spain'],1582054000000.0
Earth: One Amazing Day,12197853,0,G,Documentary,"['English', 'Mandarin']",['United Kingdom'],3332059000000.0
Gold,12178108,0,R,Drama,['English'],['United States'],26949643000000.0
Outrage Coda,11983269,0,,Action,[],['Japan'],4230862000000.0
Viceroy’s House,11905791,0,,Drama,['English'],"['India', 'United Kingdom']",7064283000000.0
Maudie,11850575,0,PG-13,Drama,['English'],"['Canada', 'Ireland']",2707374000000.0
The Belko Experiment,11792942,5000000,R,Horror,['English'],['United States'],26949643000000.0
"Fala Sério, Mãe!",11616161,0,,Comedy,[],['Brazil'],2126809000000.0
Xue Zhan Xiang Jiang,11510000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Come Un Gatto in Tangenziale,11282642,0,,Comedy,['Italian'],['Italy'],2186082000000.0
Les As de la Jungle,11277610,0,,Adventure,['French'],['France'],3049016000000.0
The Florida Project,11275645,2000000,R,Drama,['English'],['United States'],26949643000000.0
Overdrive,11247280,30000000,PG-13,Action,"['English', 'French', 'German']","['France', 'United States']",29998659000000.0
The King’s Case Note,11245924,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Es Por Tu Bien,11202953,0,,Comedy,['Spanish'],['Spain'],1582054000000.0
Kiseki: Anohi no sobito,11182550,0,,Drama,[],['Japan'],4230862000000.0
Jab Harry Met Sejal,11176544,0,,Romantic Comedy,['Hindi'],['India'],3732224000000.0
Xin Yong Bu Xiao Shi De Dian Bo,11170000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Yuen Loeng Taa 77 Chi,11077852,0,,Drama,['Cantonese'],['Hong Kong'],385546000000.0
L'Ora Legale,11066825,0,,Comedy,['Italian'],['Italy'],2186082000000.0
High & Low The Movie 2 / End of Sky,10956658,0,,Action,['Japanese'],['Japan'],4230862000000.0
Le brio,10929163,0,,Drama,['French'],"['Belgium', 'France']",3676527000000.0
Buradeo,10910056,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
You Were Never Really Here,10891281,0,R,Drama,['English'],"['France', 'United Kingdom', 'United States']",33330718000000.0
Mister Felicità,10739001,0,,Comedy,['Italian'],['Italy'],2186082000000.0
Ajin,10735896,0,,Action,['Japanese'],['Japan'],4230862000000.0
The Killing of a Sacred Deer,10708745,0,R,Horror,['English'],"['Ireland', 'United Kingdom', 'United States']",30871271000000.0
The Promise,10551417,90000000,PG-13,Drama,['English'],"['Spain', 'United States']",28531697000000.0
Baadshaho,10497601,0,,Action,['Hindi'],['India'],3732224000000.0
Kolovrat,10424668,0,,Action,['Russian'],['Russia'],1862470000000.0
High Society,10382876,0,,Comedy,['German'],['Germany'],4429838000000.0
Deep,10371885,0,PG,Adventure,['English'],"['Belgium', 'Spain', 'United States']",29159208000000.0
The Bookshop,10353488,0,PG,Drama,['English'],"['Germany', 'Spain', 'United Kingdom']",9343951000000.0
Kamen Raidâ Heisei Jenerêshonzu Fainaru: Birudo ando Eguzeido wizu Rejendo Raidâ,10289397,0,,Action,[],['Japan'],4230862000000.0
Fan Zhuan Ren Sheng,10238078,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Kuang Shou,10217493,0,,Action,['Cantonese'],['Hong Kong'],385546000000.0
Marshall,10116816,12000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Bibi & Tina: Tohuwabohu total,10097791,0,,Adventure,['German'],['Germany'],4429838000000.0
Captain America: Civil War,1151899586,250000000,PG-13,Action,['English'],['United States'],26949643000000.0
Rogue One: A Star Wars Story,1055083596,200000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Finding Dory,1025006125,200000000,PG,Adventure,['English'],['United States'],26949643000000.0
Zootopia,1002462578,150000000,PG,Adventure,['English'],['United States'],26949643000000.0
The Jungle Book,953535821,175000000,PG,Adventure,['English'],['United States'],26949643000000.0
The Secret Life of Pets,885302500,75000000,PG,Adventure,['English'],['United States'],26949643000000.0
Batman v Superman: Dawn of Justice,872395091,263000000,PG-13,Action,['English'],['United States'],26949643000000.0
Fantastic Beasts and Where to Find Them,811724385,180000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Deadpool,781947691,58000000,R,Action,['English'],['United States'],26949643000000.0
Suicide Squad,745744980,175000000,PG-13,Action,['English'],['United States'],26949643000000.0
Doctor Strange,676343174,165000000,PG-13,Action,['English'],['United States'],26949643000000.0
Sing,631064182,75000000,PG,Adventure,['English'],['United States'],26949643000000.0
Moana,629645455,150000000,PG,Musical,['English'],['United States'],26949643000000.0
X-Men: Apocalypse,542537546,178000000,PG-13,Action,['English'],['United States'],26949643000000.0
Mei Ren Yu,525018479,60720000,R,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Kung Fu Panda 3,521170825,140000000,PG,Adventure,['English'],['United States'],26949643000000.0
Warcraft,438899824,160000000,PG-13,Action,['English'],['United States'],26949643000000.0
La La Land,435215346,20000000,PG-13,Musical,['English'],['United States'],26949643000000.0
Jason Bourne,416168316,120000000,PG-13,Action,['English'],['United States'],26949643000000.0
Ice Age: Collision Course,402156682,105000000,PG,Adventure,['English'],['United States'],26949643000000.0
Independence Day: Resurgence,384169424,165000000,PG-13,Action,['English'],['United States'],26949643000000.0
The Angry Birds Movie,352288341,73000000,PG,Adventure,['English'],"['Finland', 'United States']",27255332000000.0
The Legend of Tarzan,348902025,180000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Kimi no na wa,348138308,0,PG,Drama,"['English', 'Japanese']",['Japan'],4230862000000.0
Trolls,343242613,125000000,PG,Adventure,['English'],['United States'],26949643000000.0
Star Trek Beyond,335673708,185000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
The Great Wall,334486852,150000000,PG-13,Action,"['English', 'Mandarin']","['China', 'United States']",44650542000000.0
Now You See Me 2,328325007,90000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Resident Evil: The Final Chapter,314101190,40000000,R,Horror,['English'],['United States'],26949643000000.0
The Conjuring 2: The Enfield Poltergeist,310196332,40000000,R,Horror,['English'],['United States'],26949643000000.0
Dangal,305149461,9500000,,Action,['Hindi'],['India'],3732224000000.0
Passengers,302239672,110000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Miss Peregrine’s Home for Peculiar Children,295986876,110000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Alice Through the Looking Glass,276928112,170000000,PG,Adventure,['English'],['United States'],26949643000000.0
Teenage Mutant Ninja Turtles: Out of the Shadows,245328374,135000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Assassin’s Creed,240759682,125000000,PG-13,Action,['English'],['United States'],26949643000000.0
Sully,238524556,60000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Hidden Figures,230677636,25000000,PG,Drama,['English'],['United States'],26949643000000.0
Ghostbusters,229008658,144000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Inferno,219519367,75000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Central Intelligence,217194805,50000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Me Before You,208064908,20000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Bridget Jones’s Baby,207298383,35000000,R,Romantic Comedy,['English'],"['United Kingdom', 'United States']",30281702000000.0
Arrival,202754970,47000000,PG-13,Drama,['English'],['United States'],26949643000000.0
The BFG,199646680,140000000,PG,Adventure,['English'],['United States'],26949643000000.0
London Has Fallen,195194085,60000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,194058503,60000000,,Action,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Storks,183353431,70000000,PG,Adventure,['English'],['United States'],26949643000000.0
Du cheng feng yun III,182579909,0,G,Comedy,"['Cantonese', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
Bad Moms,180485601,20000000,R,Comedy,['English'],['United States'],26949643000000.0
Operation Mekong,174279252,0,,Action,['Mandarin'],['China'],17700899000000.0
The Girl on the Train,174278214,45000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
The Divergent Series: Allegiant,172022517,110000000,PG-13,Action,['English'],['United States'],26949643000000.0
Hacksaw Ridge,169023926,40000000,R,Drama,['English'],['United States'],26949643000000.0
The Huntsman: Winter’s War,165149302,115000000,PG-13,Action,['English'],['United States'],26949643000000.0
The Magnificent Seven,162122642,90000000,PG-13,Western,['English'],['United States'],26949643000000.0
Jack Reacher: Never Go Back,159946489,60000000,PG-13,Action,['English'],['United States'],26949643000000.0
Don’t Breathe,158906350,10000000,R,Horror,['English'],['United States'],26949643000000.0
The Accountant,152962083,40000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Lion,149117900,12000000,PG-13,Drama,"['Bengali', 'English', 'Hindi']",['Australia'],1687713000000.0
Lights Out,148806510,5000000,PG-13,Horror,['English'],['United States'],26949643000000.0
Time Raiders,145974597,0,,Adventure,['Mandarin'],['China'],17700899000000.0
Sausage Party,141344255,19000000,R,Comedy,['English'],['United States'],26949643000000.0
Gods of Egypt,138836756,140000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Pete’s Dragon,137768975,65000000,PG,Adventure,['English'],['United States'],26949643000000.0
Skiptrace,131202537,0,PG-13,Action,['English'],['United States'],26949643000000.0
Mechanic: Resurrection,125729635,40000000,R,Action,['English'],['United States'],26949643000000.0
Ride Along 2,124827316,40000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
My Love,123170000,0,G,,[],['China'],17700899000000.0
Deepwater Horizon,122359309,156000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
I Belonged to You,119418869,0,,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Allied,119266661,106000000,R,Drama,['English'],['United States'],26949643000000.0
The Shallows,118763442,13000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
The Purge: Election Year,118514727,10000000,R,Horror,['English'],['United States'],26949643000000.0
Why Him?,117425156,38000000,R,Comedy,['English'],['United States'],26949643000000.0
Finding Mr Right 2,116100802,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Da Huo Zhong,116000000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Office Christmas Party,115097874,45000000,R,Comedy,['English'],['United States'],26949643000000.0
The 5th Wave,111336398,38000000,PG-13,Action,['English'],['United States'],26949643000000.0
Neighbors 2: Sorority Rising,108757621,35000000,R,Comedy,['English'],['United States'],26949643000000.0
10 Cloverfield Lane,108286422,15000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Dirty Grandpa,105078449,11500000,R,Comedy,['English'],['United States'],26949643000000.0
Cold War 2,104529486,0,,Action,"['Cantonese', 'English']","['China', 'Hong Kong']",18086445000000.0
Railroad Tigers,101822673,0,,Action,['Mandarin'],['China'],17700899000000.0
How to be Single,100003780,37000000,R,Romantic Comedy,['English'],['United States'],26949643000000.0
Ballerina,96589789,30000000,PG,Adventure,['English'],"['Canada', 'France']",5166821000000.0
Some Like It Hot,95697808,0,,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Busanhaeng,95650304,0,,Horror,['Korean'],['South Korea'],1709232000000.0
Money Monster,93466095,27000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
My Big Fat Greek Wedding 2,92096558,18000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Ben-Hur,91669648,95000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
Line Walker (使徒行者),89569657,10800000,,Action,"['Cantonese', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
War Dogs,86234503,50000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Dà Yú Hǎi Táng,85717566,0,PG-13,Adventure,"['English', 'Mandarin']",['China'],17700899000000.0
Nerve,85583945,20000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Collateral Beauty,85309093,36000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Ouija: Origin of Evil,81831866,9000000,PG-13,Horror,['English'],['United States'],26949643000000.0
Underworld: Blood Wars,81209222,35000000,R,Action,['English'],['United States'],26949643000000.0
The Boss,78652207,29000000,R,Comedy,['English'],['United States'],26949643000000.0
Manchester by the Sea,77733867,8500000,R,Drama,['English'],['United States'],26949643000000.0
Kubo and the Two Strings,77548122,55000000,PG,Adventure,['English'],['United States'],26949643000000.0
Mike and Dave Need Wedding Dates,75898100,33000000,R,Comedy,['English'],['United States'],26949643000000.0
Shin Godjira,75614390,0,,Action,['Japanese'],['Japan'],4230862000000.0
Quo Vado?,73838483,0,,Comedy,['Italian'],['Italy'],2186082000000.0
Miracles from Heaven,73773317,13000000,PG,Drama,['English'],['United States'],26949643000000.0
Tyler Perry’s Boo! A Madea Halloween,73206343,20000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Sultan,72989781,11000000,,Drama,['Hindi'],['India'],3732224000000.0
Tunnel,72460332,0,,Action,['Korean'],['South Korea'],1709232000000.0
I Am not Madame Bovary,70840654,0,,Drama,['Mandarin'],['China'],17700899000000.0
See You Tomorrow,70065568,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
13 Hours: The Secret Soldiers of Benghazi,69411370,50000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
The Boy,68220952,10000000,PG-13,Horror,['English'],['United States'],26949643000000.0
The Harry Potter IMAX Marathon,67992190,0,,Adventure,['English'],"['United Kingdom', 'United States']",30281702000000.0
Geomsawejeon,66336016,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Meitantei Konan: Junkoku no naitomea,66265957,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
One Piece Film: Gold,65796025,0,,Action,"['English', 'Japanese']",['Japan'],4230862000000.0
Moonlight,64895106,1500000,R,Drama,['English'],['United States'],26949643000000.0
Fences,64282881,24000000,PG-13,Drama,['English'],['United States'],26949643000000.0
"Hail, Caesar!",64220196,22000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Monster Trucks,61642798,125000000,PG-13,Adventure,['English'],['United States'],26949643000000.0
The Nice Guys,59596747,50000000,R,Black Comedy,['English'],['United States'],26949643000000.0
Chongqing Hot Pot,58380950,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Nine Lives,57814445,30000000,PG,Adventure,['English'],['France'],3049016000000.0
All Eyez on Me,57697426,45000000,R,Drama,['English'],['United States'],26949643000000.0
L.O.R.D: Legend of Ravaging Dynasties,56515806,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Florence Foster Jenkins,56000339,29000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Zoolander 2,55348693,50000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
The Age of Shadows (밀정),54500169,8600000,,Action,['Korean'],['South Korea'],1709232000000.0
Barbershop: The Next Cut,54404202,20000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Les Visiteurs: La Révolution,53999678,0,,Comedy,['French'],['France'],3049016000000.0
A Chinese Odyssey: Part Three,53258383,0,G,Comedy,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Patriots Day,52837989,40000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Leokki,52491101,0,,Comedy,['Korean'],['South Korea'],1709232000000.0
Mother’s Day,52367022,25000000,PG-13,Romantic Comedy,['English'],['United States'],26949643000000.0
Wo de te gong ye ye,52352517,0,G,Thriller/Suspense,['Cantonese'],['China'],17700899000000.0
Ekipazh,52092388,0,,Adventure,['Russian'],['Russia'],1862470000000.0
Goksung,51521990,0,,Thriller/Suspense,"['Japanese', 'Korean']",['South Korea'],1709232000000.0
Eiga Doraemon: Shin Nobita no Nippon tanjou,51509375,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Master,51007693,0,,Action,['Korean'],['South Korea'],1709232000000.0
The Finest Hours,49252761,70000000,PG,Thriller/Suspense,['English'],['United States'],26949643000000.0
Operation Chromite,49196532,12700000,,Action,"['English', 'Korean']",['South Korea'],1709232000000.0
So Young 2: Never Gone,49002398,0,,Drama,['Mandarin'],['China'],17700899000000.0
A Monster Calls,46414530,43000000,PG-13,Drama,['English'],"['Spain', 'United States']",28531697000000.0
Risen,46244066,20000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Eddie the Eagle,45032437,23000000,PG-13,Drama,['English'],"['United Kingdom', 'United States']",30281702000000.0
Boonie Bears III,44923271,0,G,Adventure,['Mandarin'],['China'],17700899000000.0
Café Society,44348292,30000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Feng Shen Bang,43415987,0,PG-13,Action,"['Cantonese', 'Mandarin']","['China', 'Hong Kong']",18086445000000.0
Almost Christmas,42493506,17000000,PG-13,Drama,['English'],['United States'],26949643000000.0
Robinson Crusoe,42446455,13000000,PG,Adventure,"['English', 'French', 'German']","['Belgium', 'France']",3676527000000.0
The Forest,40749230,10000000,PG-13,Horror,['English'],['United States'],26949643000000.0
The Witch,40429635,3500000,R,Horror,['English'],"['Brazil', 'Canada', 'United Kingdom', 'United States']",34526316000000.0
Love O2O,40029536,0,G,Drama,['Mandarin'],['China'],17700899000000.0
The Last Princess,39258608,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Minha Mãe é uma Peça 2: O Filme,39195564,0,,Comedy,['Portuguese'],['Brazil'],2126809000000.0
Sherlock: The Abominable Bride,39111922,0,,Drama,['English'],['United Kingdom'],3332059000000.0
Blair Witch,38985577,10000000,R,Horror,['English'],['United States'],26949643000000.0
A Ga ssi,38571040,0,,Drama,"['Japanese', 'Korean']",['South Korea'],1709232000000.0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",38452981,0,PG-13,Action,['English'],"['Hong Kong', 'United States']",27335189000000.0
Mission Milano,37834435,0,G,Action,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Hell or High Water,37566117,12000000,R,Western,['English'],['United States'],26949643000000.0
Jackie,36588512,9000000,R,Drama,['English'],"['Chile', 'France', 'United States']",30343059000000.0
Nobunaga Concerto: The Movie,36187592,0,,Comedy,[],['Japan'],4230862000000.0
Absolutely Fabulous: The Movie,35672155,0,R,Comedy,['English'],['United Kingdom'],3332059000000.0
Eye in the Sky,35402802,13000000,R,Thriller/Suspense,['English'],['United Kingdom'],3332059000000.0
Les Tuche 2 - Le rêve américain,35210425,0,,Comedy,['French'],['France'],3049016000000.0
Pandora,33149995,0,,Thriller/Suspense,['Korean'],['South Korea'],1709232000000.0
Nocturnal Animals,32398681,22500000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Bounty Hunters,31956249,0,G,Action,['Korean'],"['China', 'South Korea']",19410131000000.0
Koe No Katachi,31748681,0,,Drama,['Japanese'],['Japan'],4230862000000.0
Os Dez Mandamentos: O Filme,31689514,0,PG-13,Drama,['Portuguese'],['Brazil'],2126809000000.0
Ansatsu kyôshitsu: sotsugyô hen,31383049,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Masterminds,30850666,25000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
When the Bough Breaks,30768449,10000000,PG-13,Thriller/Suspense,['English'],['United States'],26949643000000.0
Norm of the North,30535660,18000000,PG,Adventure,['English'],"['India', 'United States']",30681867000000.0
S Storm,30463603,0,,Action,['Cantonese'],"['China', 'Hong Kong']",18086445000000.0
Billy Lynn’s Long Halftime Walk,30230402,40000000,R,Drama,['English'],['United States'],26949643000000.0
Perfetti sconosciuti,29904680,0,,Comedy,['Italian'],['Italy'],2186082000000.0
Guan yun chang,29307618,0,G,,[],['China'],17700899000000.0
Viking,29099751,0,,Action,['Russian'],['Russia'],1862470000000.0
Keeping Up with the Joneses,28804426,40000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
The Brothers Grimsby,28720470,35000000,R,Comedy,['English'],"['United Kingdom', 'United States']",30281702000000.0
Yôkai Watch 3,28109609,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Willkommen bei den Hartmanns,28023741,0,,Drama,['German'],['Germany'],4429838000000.0
When Larry Met Mary,27971821,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Yesterday Once More,27490000,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Radin!,26974403,0,,Comedy,['French'],['France'],3049016000000.0
Ae Dil Hai Mushkil,26775567,0,,Drama,['Hindi'],['India'],3732224000000.0
Triple 9,25943792,20000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
A Beautiful Planet,25586656,0,G,Documentary,['English'],['United States'],26949643000000.0
Mr. Donkey,25404570,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Whiskey Tango Foxtrot,25350747,35000000,R,Comedy,['English'],['United States'],26949643000000.0
Call of Heroes,25040561,0,,Action,['Cantonese'],['Hong Kong'],385546000000.0
Born in China,25037743,0,G,Documentary,"['English', 'Mandarin']","['China', 'United Kingdom', 'United States']",47982601000000.0
SoulMate,24859900,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Snezhnaya koroleva 3. Ogon i led,24617186,0,,Adventure,['Russian'],['Russia'],1862470000000.0
The Founder,24403192,15000000,PG-13,Drama,['English'],['United States'],26949643000000.0
The Choice,24324476,0,PG-13,Drama,['English'],['United States'],26949643000000.0
Camping 3,24224580,0,,Comedy,['French'],"['Belgium', 'France']",3676527000000.0
M.S. Dhoni: The Untold Story,24218678,0,,Drama,['Hindi'],['India'],3732224000000.0
Rock Dog,24148488,60000000,PG,Adventure,"['English', 'Mandarin']","['China', 'Hong Kong', 'United States']",45036088000000.0
Love & Friendship,23934375,3000000,PG,Drama,['English'],"['France', 'Ireland', 'Netherlands']",4731333000000.0
Hunt for the Wilderpeople,23900842,2500000,PG-13,Comedy,['English'],['New Zealand'],249415000000.0
Race,23745772,5000000,PG-13,Drama,['English'],"['Canada', 'France', 'Germany']",9596659000000.0
Silence,23726626,46500000,R,Drama,"['English', 'Japanese']",['United States'],26949643000000.0
Kevin Hart: What Now?,23591043,10000000,R,Concert/Performance,['English'],['United States'],26949643000000.0
God’s Not Dead 2,23551286,5000000,PG,Drama,['English'],['United States'],26949643000000.0
No Manches Frida,23540937,0,PG-13,Comedy,['Spanish'],['United States'],26949643000000.0
Gwi-Hyang,23427657,0,,Drama,['Korean'],['South Korea'],1709232000000.0
Bad Santa 2,23345113,26000000,R,Comedy,['English'],['United States'],26949643000000.0
Middle School: The Worst Years of My Life,23311293,8500000,PG,Adventure,['English'],['United States'],26949643000000.0
Free State of Jones,23237252,50000000,R,Drama,['English'],['United States'],26949643000000.0
Julieta,22879508,0,R,Drama,['Spanish'],['Spain'],1582054000000.0
Xia You Qiao Mu,22655723,0,,Drama,"['Korean', 'Mandarin']","['China', 'South Korea']",19410131000000.0
The Light Between Oceans,22281732,20000000,PG-13,Drama,['English'],"['Australia', 'India', 'New Zealand', 'United Kingdom', 'United States']",35951054000000.0
The Infiltrator,22152137,47500000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Fifty Shades of Black,22113075,5000000,R,Comedy,['English'],['United States'],26949643000000.0
Live by Night,21774432,65000000,R,Drama,['English'],['United States'],26949643000000.0
Crayon Shin-chan: Fast Asleep! Dreaming World Big Assault!,21600242,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Pokemon za mubi XY and Z borukenion to kiko (karakuri) no magiana,21594899,0,,Adventure,['Japanese'],['Japan'],4230862000000.0
Ai Qing Gong She,21590284,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Captain Fantastic,21340234,5000000,R,Drama,['English'],['United States'],26949643000000.0
Keanu,20688141,15000000,R,Comedy,['English'],['United States'],26949643000000.0
1944,20615138,0,,Drama,['Estonian'],"['Estonia', 'Finland']",347488000000.0
Cock and Bull,20517476,0,,Comedy,['Mandarin'],['China'],17700899000000.0
Hyeong,20392339,0,,Drama,['Korean'],['South Korea'],1709232000000.0
"Shokubutsu zukan: Unmei no koi, hiroimashita",20084529,0,,,['Japanese'],['Japan'],4230862000000.0
Who Sleeps My Bro,20069212,0,G,Drama,['Mandarin'],['China'],17700899000000.0
Gao Gen Xie Xian Sheng,20003920,0,G,Romantic Comedy,['Mandarin'],['China'],17700899000000.0
Royal Treasure (China),19800196,0,G,Comedy,['Mandarin'],['China'],17700899000000.0
Kono sekai no katasumi ni,19794935,3750000,PG-13,Drama,['Japanese'],['Japan'],4230862000000.0
The Edge of Seventeen,19096003,9000000,R,Drama,['English'],['United States'],26949643000000.0
Desu nôto: Light Up the New World,18901839,0,,Thriller/Suspense,['Japanese'],['Japan'],4230862000000.0
Asura : The City of Madness,18736628,0,,Action,['Korean'],['South Korea'],1709232000000.0
Suddenly Seventeen,18683303,0,G,Romantic Comedy,[],['China'],17700899000000.0
Luomandike xiaowang shi,18340604,0,,Thriller/Suspense,"['Japanese', 'Mandarin', 'Shanghainese']","['China', 'Hong Kong']",18086445000000.0
Rokuyon: Zenpen,17756876,0,,,['Japanese'],['Japan'],4230862000000.0
Kapoor & Sons,17695898,0,,Comedy,['Hindi'],['India'],3732224000000.0
Neerja,17485687,0,,Drama,['Hindi'],['India'],3732224000000.0
A Street Cat Named Bob,17368520,8000000,,Drama,['English'],['United Kingdom'],3332059000000.0
Hardcore Henry,17187434,2000000,R,Action,['English'],"['Russia', 'United States']",28812113000000.0
Retour chez ma mère,17092291,0,,Comedy,['French'],['France'],3049016000000.0
The Birth of a Nation,16891011,10000000,R,Drama,['English'],['United States'],26949643000000.0
Heartfall Arises,16788620,0,G,Drama,['Mandarin'],"['China', 'Hong Kong']",18086445000000.0
Pride and Prejudice and Zombies,16638300,28000000,PG-13,Comedy,['English'],['United States'],26949643000000.0
Der Geilste Tag,16542357,0,,Adventure,['German'],"['Germany', 'South Africa']",4810744000000.0
Elle,16517708,9100000,R,Drama,['French'],"['Belgium', 'France', 'Germany']",8106365000000.0
Unforgettable,16221211,12000000,R,Thriller/Suspense,['English'],['United States'],26949643000000.0
Chocolat,16136718,0,,Drama,['French'],['France'],3049016000000.0
"I, Daniel Blake",15887187,0,R,Drama,['English'],"['Belgium', 'France', 'United Kingdom']",7008586000000.0
